item_id,name
20163,Threadfish
39315,Salon Server's Skirt
5657,Lightning Materia IV
12523,Aurum Regis Ingot
13041,Boltmaster's Slacks
6633,Sylphic Counter
10879,Griffin Leather Boots of Scouting
2669,Hard Leather Eyepatch
7774,Jute
7770,Nymeia Lily
34100,High Durium Helm of Fending
5194,Black Pearl
20170,Zeni Clam
17051,Green Cherry Blossoms
15540,Eikon Iron Needle
20328,Sothwatch Painting
16730,Hemicyon Hide
18250,Koppranickel Earrings of Healing
10411,Monstrous Moggle Mogsword
2324,Mythril Chocobotail Saw
41110,Wall Cabinet
2185,Book of Electrum
14181,Blank Grade 1 Orchestrion Roll
28477,Facet Cap of Gathering
36869,Highland Mansion Roof (Wood)
37761,Rinascita Kite Shield
38273,Prime Loaghtan Rump
38935,Jhinga
2368,Amateur's Doming Hammer
19831,Gameni
35745,Red Triteleia
25699,Islewolf Bracelet of Slaying
42498,Ra'Kaznar Greaves of Scouting
17115,Keeper of the Lake Painting
35357,Red Pine Spinning Wheel
18506,Doman Steel Main Gauches
6527,Flame Storage Bench
2343,Birdsbeak Hammer
32098,Honeycomb Fish
7764,Grade 1 Thanalan Topsoil
30082,Shinryu's Ephemeral Rapier
43710,Banded Candiru
27990,Altered Linen Chausses
5696,Gatherer's Grasp Materia III
18253,Koppranickel Necklace of Slaying
38685,Weathered Pipe
1847,Heavy Steel Lance
2495,Amateur's Skillet
12835,Storm Chaser
33943,Viera Harness
3931,Leatherworker's Workboots
4705,Mizzenmast Biscuit
27770,Grade 1 Intelligence Alkahest
24287,Skoll's Claw
32794,Skyworker's Singlet
23800,Rakshasa Zori of Striking
8166,Thavnairian Onion
19917,Holy Basil
26803,Shoebill
24861,Yellow Lily of the Valley Corsage
21936,Winter Sweater
10335,Dark Matter Cluster
5337,Woolen Yarn
32203,Goobbue Lamp
27730,Raw Petalite
34712,Chondrite Gloves of Striking
44435,Everseeker's Slops of Crafting
12844,Hot Chocolate
14012,Blue Pomace
43981,Turali Corn
42217,Pink Beryl Ring of Slaying
2703,Ash Mask (Lapis Lazuli)
5831,Sylphic Brownleaf
23841,Rakshasa Ring of Fending
3341,Initiate's Slops
20338,Shoal Rock Painting
24882,The Vegetarian
5581,Gryphonskin Shoulder Guards
28939,Rosy Bream
24342,From the Heavens Orchestrion Roll
37109,Great Work Painting
10175,Invincible-type Aftcastle
38665,Purple Sweet Peas
12797,Dragon's Soul
16900,Ornate Heavy Metal Cuirass of Maiming
44505,Vacuum Suit Identification Key
26130,Zonureskin Caligae of Fending
43286,Loboskin Fingerless Gloves
38540,Fieldcracker
3100,Toadskin Jacket
2436,Steel Awl
3883,Cobalt-plated Jackboots
27738,Smilodon Leather
12918,Deep-blue Enchanted Ink
41758,Heavens' Eye Materia XI
8776,Blood Red Bonytongue
32066,Mythril Boxfish
43318,Claro Walnut Sandals of Crafting
41605,Smaragdine Cleavers
16808,Where the Heart Is Orchestrion Roll
17622,Frontiers Within Orchestrion Roll
35447,Ametrine Ring of Crafting
21767,Black Willow Armillae of Casting
12739,Bubble Eye
7753,Shroud Tea Seeds
5412,Mahogany Branch
9618,Grade 1 Feed - Acceleration Blend
15549,Eikon Iron Grinding Wheel
27705,Prismstone
28700,Painting of Lozatl's Conquest
44006,Raw Black Star
21293,Ultima's Transformation Orchestrion Roll
20099,Dafu
13745,Dinosaur Leather
5391,Mahogany Log
4480,Pearl Ring
43990,Wild Ja Tiika Bananas
31547,Dzemael Pugiones
29886,Approved Grade 2 Artisanal Skybuilders' Rock Salt
37769,Rinascita Vambraces of Maiming
20736,Hingan Open-shelf Bookcase
11034,Griffin Talon Ring of Aiming
17962,Susano Miniature
43254,Titanium Gold File
26461,Facet Gaskins of Striking
26111,Sandteak Fauchard
26026,Lazurite Ring of Healing
7983,Riviera Doormat
15131,Weathered Earrings
44439,Everseeker's Gloves of Gathering
27863,Nut Bake
20006,Diatomite
39430,Hannish Tile Flooring
24174,Rainbow Arums
31877,Exarchic Earrings of Casting
25197,Quickarm Materia VII
29469,Neo-Ishgardian Choker of Fending
6787,Wolf Tourmaline Bracelet
14214,Nyctosaur
16714,Loaghtan Cordon Bleu
26433,Silktones
13870,Replica High Allagan Gloves of Healing
24864,Purple Lily of the Valley Corsage
27742,Sea Swallow Leather
18189,High Steel Longsword
27905,To Fire and Sword Orchestrion Roll
30377,Large Smithy Walls
3802,Iron-plated Jackboots
14297,Faded Copy of Answers
17972,Elixir Bottle
25691,Hematite Earrings of Healing
40375,Exciting Dynamite
4879,Tiger Cod
39915,Uncharted Course Hardware
26480,Facet Boots of Healing
6435,Glade Wall Chimney
4794,Shriekshroom
18376,Kudzu Trousers of Striking
8023,Pearl Roselle
22916,Silvergrace Earrings of Crafting
12885,Magma Beet
24245,Gyr Abanian Carbon Rods
37410,Amaurotine Spire Chandelier
23828,Rakshasa Earring of Aiming
29859,Approved Grade 2 Skybuilders' Mica
27721,Diaspore
9749,Retainer Counter
28978,Devil's Salad Bowl
27685,White Ash Log
9627,Grade 1 Feed - Stamina Blend
33774,Forgotten Fragment of Desperation
28880,"Unchanging, Everchanging Orchestrion Roll"
2296,Cobalt Bladed Lantern Shield
7087,Carbuncle Round Table
29459,Neo-Ishgardian Top of Casting
15908,Neo Aetherstone - Headgear
25816,Deepgold Sollerets of Maiming
33246,Medium Forge's Walls
29851,Approved Grade 2 Skybuilders' Mistletoe
2383,Iron Pliers
36510,Class Twenty-four
28125,Albino Karakul Horn
22475,Westward Tide Orchestrion Roll
41167,White Lupins
7725,La Noscean Orange Seeds
20378,Mighty Thunderstroke
18001,Orange Daisies
2485,Initiate's Mortar
9747,Dodo's Nest
41840,Lar Longbow
36460,Dark Crown
7691,Sabertooth Cod
3531,Leather Lightmitts
20325,Emprise Painting
44429,Everseeker's Culinary Knife
27846,Kriollo Kukuru Bean
18556,Serge Hose of Casting
24884,Pinhead
12711,Brute Leech
27729,Raw Triplite
2212,Deus Ex Gratia
3830,Mildewed Thighboots
10891,Chimerical Felt Alb of Healing
33890,Augmented Menis
34142,Ametrine Choker of Aiming
5347,Fleece
29434,Neo-Ishgardian Hat of Striking
38752,Select Smilodon Leather
10071,Model Magitek Bit
42065,Ihuykanite Ring of Healing
41615,Smaragdine Sawback
24233,Modern Aesthetics - Form and Function
27746,Bright Linen Yarn
10402,Mythril Claymore
17093,Nald's Reflection Painting
28959,Half-timbered Mansion Walls
5675,Savage Might Materia II
4181,Gryphonskin Wristbands
18362,Tigerskin Coat of Fending
29719,Jasperhead
29665,Oddly Specific Skin
25074,Pressure (No. 1) Orchestrion Roll
12942,Cuprite
42174,Sarcenet Kecks of Maiming
42524,Black Star Ring of Fending
4892,Black Sole
23331,Nightbloom Orchestrion Roll
27938,Hooded Fireglass Leather Vest
2605,Hoverworm
35416,Saigaskin Gloves of Crafting
2794,Mythril Circlet (Tourmaline)
19735,Gyuki Leather Wristband
13283,Korpokkur Kid
38265,Gyros
33122,Tomorrow and Tomorrow - Reprise Orchestrion Roll
25975,Atrociraptorskin Breeches of Maiming
4551,Potion
24306,Primogenitor Orchestrion Roll
9379,Syrcus Shard
2,Fire Shard
38543,The Fae's Crown Axe
37101,Meryall Agronomics Painting
3331,Plundered Trousers
26332,Petalite Earrings of Casting
43317,Thunderyards Silk Culottes of Crafting
3406,Vintage Hose
20136,Padjali Loach
11081,Opal Ring of Casting
32086,Dravanian Bream
28984,First Chair's Trumpet
41805,Twilight Gemstone
20734,Hingan Bookshelf
2397,Iron Ornamental Hammer
44178,Moqueca
37743,Rinascita Knuckles
20018,Liopleurodon
32243,Designer's Show Window
38551,The Fae's Crown Grimoire
31973,Approved Grade 4 Skybuilders' Toad
29497,Ovim Meatballs
3176,Woolen Gown
20342,Isari Painting
32205,Tankard
19639,Tigerskin Fingerless Gloves of Gathering
42915,Archeo Kingdom Poleyns of Scouting
37332,Susano's Rapturous Shield
43792,Hydro Louvar
12863,Emerald Soup
2227,Notched Buckler
6748,Wolf Kite Shield
2259,Scarred Kite Shield
33258,Eastern Indoor Pond
6689,Timeworn Goatskin Map
17094,Zahar'ak Painting
40591,Gensui Shrimp
26443,Tutelary
4733,Pastry Fish
30876,Dainsleif F1
24528,Fat Cat Sofa
43699,Bronze Pleco
18202,High Steel Uchigatana
25658,Brightlinen Hood of Striking
1894,Wrapped Maple Longbow
28168,Greengrocer's Stall
34547,Manganese Syrinxi
18382,Kudzu Trousers of Aiming
25793,Deepgold Daggers
4974,Mitten Crab
5250,Blue Abalathian Slag
10791,Dhalmelskin Leggings of Striking
6667,Sylphic Wall Lantern
26002,Bluespirit Headgear of Casting
28463,Facet Raising Hammer
40633,Fried Gyoza
30072,Shinryu's Ephemeral Greatbow
28882,Sands of Blood Orchestrion Roll
44029,Snow Cotton Cloth
17091,Golden Bazaar Painting
7589,Native Gold
34277,Almasty Serge Gloves of Healing
35792,Crystal of Divine Light
6420,Riviera Stone Chimney
7107,Dragoon Piece
5096,Copper Rivets
31865,Exarchic Shoes of Healing
44838,Purple Cattleyas
39916,Uncharted Course Resin
4254,Red Coral Earrings
35093,Classical Ring of Healing
41828,Empyreum Phasmascape
29421,Neo-Ishgardian Shield
17075,Haukke Manor Painting
25031,Pole of the Goddess
7022,Steel Joint Plate
37108,Font of Maya Painting
42941,Archeo Kingdom Wristband of Casting
37280,Eblan Danburite
27559,Ghoulfish
21203,Thavnairian Wool Autumn Dress
24282,Reunion Cheese
26117,Sandteak Rod
23890,Wooden Cups
36076,Scallop Curry
43250,Titanium Gold Pickaxe
39610,Holy Consult Orchestrion Roll
29460,Neo-Ishgardian Gloves of Casting
36591,Mayfly
38623,Camping Furniture
34271,Luncheon Toadskin Jacket of Scouting
1663,Cobalt Winglet
13016,Millmaster's Slops
5609,Vitality Materia I
44880,Patchwork Sofa
31662,Eternal Wind - Shadowbringers Orchestrion Roll
13673,Sky Pirate's Bottoms of Healing
32095,Crow Puffer
12735,Whiteloom
2919,Sentinel's Celata
2600,Sand Leech
16726,Zeolite Ore
44114,Pelupelu Partition
36518,Horizon Event
2421,Iron Round Knife
11957,Ramie Turban of Crafting
5155,Earth Rock
15634,The Soul of the Martyr
41765,Craftsman's Competence Materia XI
38605,Korpokkur Chronometer
8355,Inferno Blade
38586,Enigma Partition
26477,Facet Coat of Healing
2329,Bronze Claw Hammer
5321,Hippogryph Sinew
1673,Mailbreaker
2990,Miqo'te Separates
16698,Scintillant Ring of Fending
4257,Blessed Earrings
35339,High Durium Sledgehammer
15822,Revenge of the Horde Orchestrion Roll
20683,Hingan House Roof (Mokuzo)
19642,Serge Turban of Crafting
31965,Approved Grade 4 Skybuilders' Mahogany Log
28594,Craftsman's Singlet
27783,Lime Basil
3054,Doctore's Chainmail
14282,Faded Copy of The Maker's Ruin
35331,High Durium Claw Hammer
25790,Deepgold Axe
5898,Magicked Prism (The Raven)
10854,Dhalmelskin Armguards of Scouting
41810,Country Cottage Wall
19624,Gyuki Leather Gloves of Crafting
11907,Mythrite Hatchet
10086,Tinker's Calm
41420,Potent Aqueous Glioaether
36903,Highland Potting Fence
17848,Ambient Birdsong Orchestrion Roll
44046,Grade 1 Gemsap of Vitality
34719,Ophiotauroskin Boots of Aiming
15542,High Mythrite Frypan
36837,Varsity Flat Cap
21892,Statue of Zuiko Oil Painting
7513,Cashmere Breeches of Casting
5327,Undyed Linen
36071,Peach Juice
12737,Seema Patrician
42903,Archeo Kingdom Jacket of Striking
43856,Shucked Clam
12893,Dark Chestnut
39768,Select Bluespirit Tile
5188,Diamond
20330,Hidden Tunnel Painting
28808,Replica Sky Pirate's Helm of Fending
4582,Sleeping Potion
10332,Battered Fish
38906,Indagator's Spinning Wheel
21891,Ala Mhigan Quarter #2 Oil Painting
13800,Replica Allagan Guillotine
5189,Emerald
42327,Titanium Gold Spiked Gloves of Maiming
41873,Snow Cotton Ushanka of Aiming
35409,Horse Chestnut Kasa
32861,Magicked Prism (Numeral 1)
24542,Red Lilies of the Valley
4691,Forest Miq'abob
19808,Loquat Juice
2551,Plumed Iron Hatchet
4528,Rose Gold Ring
19954,Durium Ore
30281,Diadem Hoverworm
27771,Grade 1 Mind Alkahest
4830,Black Pepper
18407,Star Spinel Earrings of Casting
36232,Grade 6 Strength Alkahest
21922,The Gold Whisker
20684,Hingan House Roof (Nanpu)
25677,Brightlinen Cyclas of Healing
5564,Black Scorpion
44306,Bee My Honey Orchestrion Roll
29741,Net Crawler
37098,Ruveydah Fibers Rooftop Garden Painting
20141,Eastern Pike
32067,Mistbeard's Cup
16024,Black Violas
39316,Red Morning Glory Corsage
36585,Pale Panther
16697,Teak Bracelet of Casting
18061,Koppranickel Turban of Striking
17731,Hingan Cottage Permit (Mokuzo)
1688,Goatskin Cesti
16667,Hemiskin Gloves of Scouting
19914,Chickweed
33281,Philosopher's Stone Table
2443,Copper Needle
19726,Ala Mhigan Shoes of Gathering
43666,Petticoat Tetra
10365,Medium Eatery Walls
16564,Night Pegasus Whistle
41830,Mug of Cocoa
6587,Tonberry Floor Lamp
37747,Rinascita Daggers
33295,Glade Gazebo
6519,Manor Stool
5644,Wind Materia I
5257,White Mor Dhonan Slag
13843,Replica High Allagan Grimoire of Healing
15922,Moonfire Vest
20477,Quan
27547,Glass Eel
44030,Mountain Linen
8774,Giant Takitaro
10525,Silver Star Globe
43323,Claro Walnut Sandals of Gathering
39591,Timeworn Ophiotauroskin Map
36553,Cloudy Cat Shark
25186,Piety Materia VII
22465,Babbling Brook Orchestrion Roll
10363,Large Merchant's Walls
14731,Eikon Leather Thighboots of Aiming
20178,Skythorn
39402,Hannish Screen
6753,Wolf Cavalier's Hat
11045,Opal Bracelet of Healing
10624,Titanium Claymore
8704,Rimless Glasses
42512,Black Star Ear Cuff of Healing
41903,Loboskin Amulet of Fending
10601,Titanium Battleaxe
10686,Titanium Gauntlets of Fending
36397,Butterfly Fry
33778,Forgotten Fragment of Revelation
24539,Black-and-white Interior Wall
2938,Gryphonskin Bandana
25664,Brightlinen Hood of Aiming
7919,Spearnose
27153,Dwarven Mythril Pliers
11047,Chrysolite Bracelet of Healing
28989,Azure Dragoon Portrait
27635,Altered Cotton Bandana
6218,ADS Plating
9359,Platinum Nugget
17021,Riviera Breakfast
15857,Althyk Lavender
27998,Grade 2 Tincture of Intelligence
5216,Wind Moraine
13660,Sky Pirate's Gloves of Aiming
41092,Celestial Screen
40646,Ivy Pendant Wall Light
39555,Rubellux Greatsword
20202,Dotharli Gudgeon
39311,Salon Server's Bottoms
29419,Neo-Ishgardian Manatrigger
24491,Mirific Mogshelf
10721,Titanium Cuirass of Maiming
15440,Calamari
2023,Oak Radical
26174,Triplite Choker of Slaying
14076,Purple Oldroses
2143,Leather Grimoire
34570,Manganese Helm of the Falling Dragon
33262,Stuffed Android Units
22906,Onishi Dogi
4823,Rye
5401,Cherry Branch
27755,Ovim Wool Yarn
2503,Cobalt Skillet
30368,Yellow Cosmos
4819,Sticky Rice
11939,Mythrite Mortar
26334,Petalite Choker of Slaying
6345,Oasis Mansion Permit (Composite)
5253,Red Mor Dhonan Slag
5705,Craftsman's Cunning Materia II
12761,Dravanian Bass
42301,Acacia Fork
8703,Contemporary Pince-nez
2565,Steel Scythe
7921,The Sinker
8161,O'Ghomoro Berries
12769,Shadowhisker
25827,Iridescent Bottoms of Aiming
11027,Opal Earrings of Aiming
3534,Leather Mitts
13722,General-purpose Metallic Blue Dye
19505,Ornate Indigo Ramie Robe of Casting
26275,Dwarven Mythril Pistol
6583,Riviera Floor Lamp
13798,Replica Allagan Grimoire of Healing
15437,Wind-up Shiva
35341,Bismuth Saw
33872,Rusted Suit of Armor
2420,Initiate's Head Knife
42522,Black Star Bracelet of Healing
38663,Green Sweet Peas
13895,Replica Dreadwyrm Sarouel of Fending
35781,Stonegold Syrinxi
35979,Hippo Calf
10950,Rainbow Slops of Casting
24014,Inimical Logogram
5475,Enchanted Copper Ink
33903,Augmented Zelotupia
20715,Hingan Fence (Kura-zukuri)
5950,Militia Helm
4818,Buffalo Beans
15132,Weathered Wristlets
41585,Island Leaf Headdress
40552,Silkweft Prawn
34408,Saigaskin Trousers of Maiming
6614,Sylphic Dining Table
27546,Mirrorfish
4866,Dodo Stuffing
34557,Manganese Gauntlets of the Behemoth Queen
18998,True Griffin Chestpiece of Striking
43216,Ginseng Spinning Wheel
4510,Spinel Ring
44121,Yak T'el Scale Tree
27487,Oathfish
44069,Lesser Apollyon Shell
33945,Viera Gaskins
1945,Giantsgall Longbow
18106,Triphane Ring of Fending
18968,Imperial Jade Ring of Casting
24852,Kirin's Osode of Striking
12598,Stalk of Ramie
21170,Biomass Incubation Complex Painting
6323,Riviera House Permit (Wood)
3886,Tortoiseshell Scale Greaves
19729,Larch Necklace
19043,Palladium Band of Slaying
43697,Driftwood Catfish
9527,Dried Ether
5161,Green Quartz
35066,Classical Medicus's Chiton
23113,Ornate Yamashi Dogi
3332,Cotton Trousers
37104,Yedlihmad Painting
23187,Matcha
13655,Sky Pirate's Trousers of Striking
27839,Garden Beet Sugar
21709,Silvergrace Rapier
39634,Diadochos Compound Bow
25673,Brightlinen Hose of Scouting
6486,Brass Bench
10768,Archaeoskin Gloves of Striking
15147,Hat Stand
24251,Evergleam Ingot
18420,Star Spinel Ring of Aiming
6764,Wolf Kecks
43315,Thunderyards Silk Shirt of Crafting
20312,Gyr Kehim Painting
41841,Lar Cane
10767,Griffin Leather Coat of Striking
13011,Cauldronmaster's Alembic
23027,Copycat Bulb
18038,High Steel Main Gauches
3681,Felt Work Gloves
5037,Dune Manta
27994,Nightworld Silver Piece
26136,Zonureskin Caligae of Maiming
13726,Iron Clapper
5210,Radiant Eye of Earth
42895,Archeo Kingdom Poleyns of Fending
36525,Gilled Topknot
21059,Tengu Doll
41995,Ceiba Crook
10732,Adamantite Vambraces of Maiming
37303,Red Byregotia
6159,Inferno Horn
12967,Bright Lightning Rock
36040,Island Miq'abob
5070,Gold Nugget
3491,Fisher's Gaskins
20055,Broken Crab
5661,Water Materia III
33261,Blue Moon Phasmascape
1614,Iron Shortsword
37353,Kweh-kweh Clock
19629,Gyuki Leather Gloves of Gathering
21865,Bamboo Copse
2552,Steel Hatchet
28637,Lakeland Chair
7106,Temple Knight Piece
37698,Aqueous Glioaether
35038,Classical War Scythe
28888,The Grand Cosmos Orchestrion Roll
5468,Cactuar Needle
26343,Petalite Ring of Fending
39473,Modern Aesthetics - A Close Shave
19988,Twinthread
29867,Approved Grade 2 Skybuilders' Alumen
34435,Phrygian Ear Cuffs of Fending
29404,Neo-Ishgardian Sword
26005,Pixie Cotton Slops of Casting
26482,Facet Hat of Casting
3218,Vintage Haubergeon
12114,Standing Signboard
13648,Sky Pirate's Gauntlets of Maiming
5180,Aquamarine
25853,Diaspore Choker of Fending
29847,Approved Grade 2 Skybuilders' Zinc Ore
18033,High Steel Katzbalger
33287,Portrait of Gestahl
20060,Electric Catfish
20476,Ao Dai
33319,Shadeshifter
15815,Ink Long Dry Orchestrion Roll
18374,Kudzu Tunic of Striking
7932,Daniffen's Mark
25678,Smilodonskin Armguards of Healing
26326,Swallowskin Shoes of Casting
9619,Grade 2 Feed - Acceleration Blend
5258,Ragstone Whetstone
10351,Deep Hive Ceiling Fan
14222,Wailers and Waterwheels Orchestrion Roll
41090,Tomestool
34564,Manganese Gaiters of the Rising Dragon
43828,Tsoly Gar
5645,Wind Materia II
12853,Sauteed Porcini
6981,Highland Boots
31550,Dzemael Whispering Rod
28719,Sweetmeat Mussel
16952,Gold Court Painting
7990,Moonfire Lantern
5356,Condor Feather
36214,Potent Spice
2377,Cobalt Raising Hammer
36839,Varsity Bottoms
28865,Replica Sky Rat Hook of Scouting
29717,Versatile Lure
7671,Clear Prism
5776,Olive Green Dye
18718,Molybdenum Earring of Healing
7759,Grade 2 La Noscean Topsoil
32218,Carbuncle House Slippers
3170,Explorer's Tabard
21726,True Linen Trousers of Striking
13317,Camphorwood Necklace of Casting
42927,Archeo Kingdom Earrings of Fending
27823,Curly Parsley
28174,Trader's Mansion Walls
25963,Bluespirit Gunblade
14171,Grade 3 Strength Dissolvent
6463,Riviera Chandelier
3315,Amateur's Slops
34753,Star Quartz Ring of Healing
3018,Hempen Robe
20220,Cherubfish
6999,Pure Heart Chocolate
33119,The Extreme Orchestrion Roll
27752,Pixie Floss
14065,Shishi-odoshi
12736,Blue Cloud Coral
18009,Intelligence Materia VI
32216,Ishgardian Stove
5200,Eye of Wind
4732,Crumpet
24255,Azim Spring Water
16693,Teak Bracelet of Fending
6957,Blue Drop
23167,Super-Potion
10179,Tatanora-type Aftcastle
40595,Yanxian Goby
5247,Black Tinolqa Slag
2492,Militia Mortar
23179,Hawk's Eye
12011,Holy Cedar Necklace
32202,Grilled Eel Set
44045,Grade 1 Gemsap of Dexterity
36882,Highland Lancet Window
18728,Palladium Bracelet of Healing
15528,Ironworks Ring of Gathering
40531,Mermaid Scale
9043,Arachne Shirt of Striking
5822,Black Urushi
19661,Fur-lined Gazelleskin Boots
22899,Nightsteel Awl
6501,Dark Divinity Falleth
39618,Dreams Aloft Orchestrion Roll
1895,Ash Shortbow
3178,Woolen Bliaud
17081,Urth's Gift Painting
1733,Cobalt Claws
27219,White Ash Bracelet
44409,Steps of the Speaker Painting
31859,Exarchic Boots of Scouting
4349,Aquamarine Choker
43211,Mountain Chromite Claw Hammer
28800,Blue Campanula Corsage
17335,Sky Rat Hookboots of Healing
3696,Felt Dress Gloves
23876,Gridanian Bouquet
23777,Rakshasa Rod
5295,Squirrel Pelt
28146,Allagan Tomestone of Frivolity
44930,Electrope Turret
36229,Grade 5 Vitality Alkahest
5558,Pudding Flesh
3257,Darksteel Haubergeon
43806,Shark Catfish
3920,Militia Duckbills
38907,Indagator's Mortar
2339,Militia Claw Hammer
27724,Petalite
7749,Dalamud Popoto Set
8807,Stuffed Mazlaya Marlin
12758,Mogpom
34133,Darkhempen Bottoms of Casting
3189,Coliseum Galerus
4895,Indigo Herring
26799,Wind-up Omega-F
4797,Button Mushroom
39722,Grade 8 Strength Alkahest
28849,Replica Sky Rat Harness of Maiming
34255,Pewter Circlet of Maiming
18237,Gyuki Leather Dress Gloves
35813,Medium Cafe Walls
6491,Crofter's Wain
13045,Cauldronmaster's Gloves
29478,Neo-Ishgardian Wristbands of Casting
33190,Resplendent Leatherworker's Material A
2004,Yew Radical
43582,Wind-up Mamool Ja
40636,Starry Sky Phasmascape
33036,Rainbow Carnation Earring
31123,Oddly Specific Sap
28128,Eulmoran Chandelier
26431,Skystrider
27488,Night's Bass
5208,Radiant Eye of Ice
5521,Saltpeter
7751,Apricot Kernels
30383,Verdant Shelf Partition
5873,Blue Bombard Ash
20042,Abalathian Bitterling
14955,Lumythrite Sand
21878,Yellow Tulips
8148,Fieldcraft Demimateria I
2670,Cotton Scarf
43713,Yellow Peacock Bass
27182,Zonureskin Jacket of Crafting
18379,Tigerskin Tricorne of Aiming
16705,Heavy Metal Ingot
5562,Tarantula
29684,Fat Cat Wall Chronometer
36545,Floral Snakehead
6567,Glade Bookshelf
2804,Linen Wedge Cap of Crafting
19964,Star Spinel
14051,Pudding Desk
41108,Bubbly Mogfloat
2805,Linen Wedge Cap of Gathering
43787,Neo Arowana
12914,Deep-red Enchanted Ink
25951,Bluespirit Spear
25672,Smilodonskin Gloves of Scouting
27845,Robe Lettuce
18414,Star Spinel Bracelet of Slaying
20175,Ruby Sea Star
11961,Holy Rainbow Coatee
33709,Magicked Prism (Namazu)
25861,Diaspore Bracelet of Healing
12591,Hallowed Ramie Cloth
12024,Dragonskin Choker
27442,Winged Hatchetfish
13837,Replica High Allagan Battleaxe
28465,Facet Round Knife
44104,Tacos de Carne Asada
6585,Oasis Floor Lamp
19516,Muudhorn Fishing Rod
5130,Raw Malachite
19854,Doman Eggplant
44118,Heritage Found Crates
2493,Weathered Skillet
5455,Blue Yarzon Leg
18385,Tigerskin Tricorne of Scouting
41650,Island Adenium Whistle
4805,Gridanian Chestnut
6631,Glade Counter
23069,The Word of God
5030,Morinabaligi
19864,Cumin Seeds
7620,Diluted Vitriol
5895,Ul'dahn Sparkler
3628,Mythril Gauntlets
27508,Aapoak
19839,Nomad Meat Pie
45016,Paved in Solitude Orchestrion Roll
23319,Parting Ways Orchestrion Roll
12527,Adamantite Ingot
20370,Maliferous Moggle Mogtana
2257,Bull Hoplon
30899,Forgotten Fragment of Caprice
29504,Herring Pie
21111,Camp Riversmeet Painting
27678,Altered Felt Hat
41592,Martial Artist's Vest
4508,Amber Ring
18720,Palladium Choker of Fending
2452,Thousand Needle
42181,Br'aaxskin Headband of Aiming
5173,Fluorite
9624,Grade 1 Feed - Endurance Blend
4711,Eel Pie
23851,Ornate Rakshasa Haori of Scouting
6788,Wolf Amber Bracelet
10372,Large Arms Supplier's Walls
10763,Dhalmelskin Jacket of Striking
11017,Citrine Choker of Aiming
18393,Tigerskin Armguards of Healing
15465,New World Hose
42008,Ceiba Wings
21920,Byakko Cub
5058,Steel Ingot
18266,Muudhorn Ring of Casting
7067,Armorcraft Forge
36444,Half-moon Betta
23894,Bathroom Wall Tiles
21298,Faded Copy of The Worm's Tail
27660,Cobalt Mask
27209,Smilodonskin Wristband
26435,Murderer
15466,New World Moccasins
42371,White Gold Ring of Slaying
36122,Paladin's Mighty Levin Arms
33143,Cashmere Attire Coffer
39406,Hannish Table Lamp
38596,Sharlayan Chair
43823,Turali Land Crab
4650,Boiled Egg
25820,Gliderskin Gloves of Striking
17315,Sky Rat Hookboots of Maiming
28588,Urban Coat
17540,Green Cherry Blossom Corsage
42877,Archeo Kingdom Index
25789,Deepgold Knuckles
8765,Ndendecki
33311,Orange Moth Orchids
25965,Bluespirit Tower Shield
14045,Orchestrion
6481,Campfire
20041,Pearl-eye
27551,Sauldia Ruby
41433,South Seas Coelacanth Display
5035,Storm Rider
32817,Orange Carnations
8358,Inferno Harpoon
12597,Rainbow Cotton Boll
17954,Table Orchestrion
5667,Heavens' Eye Materia IV
3827,Toadskin Leg Guards
29866,Approved Grade 2 Skybuilders' Spring Water
26316,Dwarven Cotton Petasos of Healing
2298,Oxblood Targe
17610,Edge of the Fiend
30417,Fortemps Sofa
24279,Salmon Muffin
3579,Heavy Iron Gauntlets
18417,Star Spinel Bracelet of Casting
3416,Peisteskin Subligar
4588,Potent Paralyzing Potion
42030,Mountain Linen Longkilt of Aiming
12635,Gelato Flesh
5386,Yew Log
42186,Sarcenet Headband of Scouting
5502,Lime Sulphur
27642,Altered Woolen Shirt
21735,True Linen Cap of Scouting
14258,Out of the Labyrinth Orchestrion Roll
41516,Black Lupin Corsage
2422,Iron Head Knife
20727,Hingan Sitting Table
19999,Gagana Skin
41408,Gharlichthys
21171,Cathedral Painting
33779,Forgotten Fragment of Cunning
24302,Dancing Mad - Movement II Orchestrion Roll
12630,Dragon Blood
29473,Neo-Ishgardian Choker of Casting
5894,Gridanian Sparkler
43818,Rainbow Pipira
25807,Deepgold Mail of Fending
42905,Archeo Kingdom Poleyns of Striking
42337,Rroneek Serge Halfgloves of Aiming
24347,Syldra-class Stern
10748,Wyvernskin Boots of Maiming
10938,Ramie Halfgloves of Casting
42912,Archeo Kingdom Hood of Scouting
41821,Stuffed Punutiy
28136,Golden Ewer
25210,Viera Pantalettes
23359,Pagos Boots
5578,Vanya Silk Robe Lining
44832,Cattleya Seeds
27548,Voeburt Salamander
25076,A Man Consumed Orchestrion Roll
12968,Granular Clay
15595,Dead Hive Codex
42010,Ceiba Round Brush
14055,Riviera Flowerpot
41856,Ginseng Angle Brush
15825,Engage Orchestrion Roll
18021,Battledance Materia VI
5710,Craftsman's Command Materia II
38542,The Fae's Crown Claws
30830,Suzaku's Flame-kissed Lance
12774,Tiny Axolotl
5528,Bomb Ash
4182,Astral Bracelet
13823,Replica Allagan Sollerets of Aiming
19722,Ala Mhigan Turban of Gathering
